customer_id,age,annual_income,purchase_frequency,avg_order_value,tenure_months,customer_satisfaction,num_support_tickets,total_spend,days_since_last_purchase,device_type,region,membership_tier,churned,spend_per_purchase,avg_monthly_spend,customer_lifetime_value,engagement_score,churn_risk_score,recency_score,frequency_score,monetary_score,age_income_interaction,support_satisfaction,age_group,income_tier,device_type_Desktop,device_type_Mobile,device_type_Tablet,region_Central,region_East,region_North,region_South,region_West,membership_tier_Bronze,membership_tier_Gold,membership_tier_Platinum,membership_tier_Silver,age_group_18-25,age_group_26-35,age_group_36-50,age_group_51-65,age_group_65+,income_tier_Low,income_tier_Medium,income_tier_High,income_tier_Very High,device_type_target_encoded,region_target_encoded,membership_tier_target_encoded,age_group_target_encoded,income_tier_target_encoded,device_type_freq,region_freq,membership_tier_freq,age_group_freq,income_tier_freq,purchase_day,purchase_month,day_sin,day_cos,month_sin,month_cos
4026,34,20000,11,45,1,3.6,1,40029,29,Mobile,South,Gold,0,3639.0,40029.0,40029,10.0,20,0.7245371641800644,2.4849066497880004,10.597384451986619,68.0,1.4,26-35,Low,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.16173469387755102,0.16300036062026685,0.17519623233908949,0.5992,0.2046,0.196,0.2773,0.3185,4,6,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
4027,28,76305,2,31,12,4.9,0,10302,27,Desktop,Central,Gold,0,5151.0,858.5,10302,10.0,0,0.7408182206817179,1.0986122886681098,9.240190393945069,213.654,0.0,26-35,Very High,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.15856095936042638,0.15396188565697091,0.16173469387755102,0.16300036062026685,0.156,0.3002,0.1994,0.196,0.2773,0.25,3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
4028,34,54503,3,79,26,2.7,1,8517,5,Mobile,South,Silver,0,2839.0,327.58,8517,10.0,30,0.9459594689067654,1.3862943611198906,9.049936850483158,185.3102,2.3,26-35,High,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17355643044619423,0.16300036062026685,0.174,0.5992,0.2046,0.3048,0.2773,0.25,0,3,0.0,1.0,1.0,6.123233995736766e-17
4029,57,57475,2,165,15,3.2,2,4284,24,Mobile,South,Silver,0,2142.0,285.6,4284,10.0,0,0.7659283383646487,1.0986122886681098,8.36287583103188,327.6075,3.5999999999999996,51-65,High,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17355643044619423,0.17013086989992302,0.174,0.5992,0.2046,0.3048,0.1299,0.25,4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
4030,47,32845,7,71,64,5.0,2,40698,25,Mobile,South,Platinum,0,5814.0,635.91,40698,10.0,0,0.7574651283969664,2.0794415416798357,10.613958801104268,154.3715,0.0,36-50,Medium,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.17439919893190922,0.17644183773216032,0.14825306893295562,0.16906390002357935,0.1669421487603306,0.5992,0.2046,0.1059,0.4241,0.1815,4,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
4031,48,54980,9,130,3,3.6,1,8637,42,Desktop,North,Bronze,0,959.67,2879.0,8637,10.0,20,0.6270890852730561,2.302585092994046,9.063926353520646,263.904,1.4,36-50,High,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.15856095936042638,0.16658452439625432,0.17365878464276632,0.16906390002357935,0.174,0.3002,0.2029,0.3933,0.4241,0.25,5,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
4032,21,20000,4,40,15,4.8,1,25762,0,Mobile,Central,Silver,0,6440.5,1717.47,25762,10.0,0,1.0,1.6094379124341003,10.156694633064722,42.0,0.20000000000000018,18-25,Low,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.17580340264650285,0.17519623233908949,0.5992,0.1994,0.3048,0.1587,0.3185,0,9,0.0,1.0,-1.0,-1.8369701987210297e-16
4033,24,95375,4,29,46,3.0,4,6581,19,Mobile,Central,Bronze,0,1645.25,143.07,6581,9.7,25,0.8096840969833764,1.6094379124341003,8.792093929503284,228.9,8.0,18-25,Very High,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.17439919893190922,0.15396188565697091,0.17365878464276632,0.17580340264650285,0.156,0.5992,0.1994,0.3933,0.1587,0.25,5,11,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
4034,18,20000,5,40,33,3.6,3,30244,69,Tablet,East,Platinum,0,6048.8,916.48,30244,10.0,0,0.46455902036091146,1.791759469228055,10.317086160541015,36.0,4.199999999999999,18-25,Low,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.16401590457256462,0.17163048965169106,0.14825306893295562,0.17580340264650285,0.17519623233908949,0.1006,0.1981,0.1059,0.1587,0.3185,0,4,0.0,1.0,0.8660254037844387,-0.4999999999999998
4035,28,20000,2,13,37,4.6,1,15661,12,Mobile,East,Bronze,0,7830.5,423.27,15661,5.2,0,0.8751733190429475,1.0986122886681098,9.658992675310882,56.0,0.40000000000000036,26-35,Low,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.1981,0.3933,0.2773,0.3185,5,6,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
4036,49,42994,7,107,14,4.8,0,6090,21,Mobile,North,Bronze,0,870.0,435.0,6090,10.0,0,0.7918895663367816,2.0794415416798357,8.714567550836485,210.6706,0.0,36-50,High,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16906390002357935,0.174,0.5992,0.2029,0.3933,0.4241,0.25,2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
4037,44,67240,4,34,9,3.4,3,14613,23,Desktop,West,Silver,0,3653.25,1623.67,14613,10.0,0,0.7744861083592839,1.6094379124341003,9.589735252351163,295.856,4.800000000000001,36-50,High,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.15856095936042638,0.17435897435897435,0.17355643044619423,0.16906390002357935,0.174,0.3002,0.195,0.3048,0.4241,0.25,3,11,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
4038,35,20000,6,37,16,2.1,3,12112,29,Mobile,West,Bronze,1,2018.67,757.0,0,10.0,30,0.7245371641800644,1.9459101490553132,9.402034535016803,70.0,8.7,26-35,Low,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17435897435897435,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.195,0.3933,0.2773,0.3185,3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
4039,37,126766,5,112,5,2.6,3,7139,21,Mobile,West,Gold,0,1427.8,1427.8,7139,10.0,50,0.7918895663367816,1.791759469228055,8.87346805533363,469.0342,7.199999999999999,36-50,Very High,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.17435897435897435,0.16173469387755102,0.16906390002357935,0.156,0.5992,0.195,0.196,0.4241,0.25,0,5,0.0,1.0,0.49999999999999994,-0.8660254037844387
4040,29,181734,5,56,24,3.1,1,2791,32,Tablet,East,Bronze,0,558.2,116.29,2791,10.0,0,0.7007840105925328,1.791759469228055,7.934513463882263,527.0286,1.9,26-35,Very High,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.16401590457256462,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.156,0.1006,0.1981,0.3933,0.2773,0.25,1,5,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
4041,40,46563,2,213,37,4.0,1,21336,50,Mobile,South,Bronze,0,10668.0,576.65,21336,10.0,0,0.5737534207374327,1.0986122886681098,9.968197933904884,186.252,1.0,36-50,High,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.174,0.5992,0.2046,0.3933,0.4241,0.25,6,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
4042,47,32816,6,97,1,2.7,2,23863,33,Mobile,North,Silver,0,3977.17,23863.0,23863,10.0,50,0.6930406200864415,1.9459101490553132,10.080126326194584,154.2352,4.6,36-50,Medium,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.17439919893190922,0.16658452439625432,0.17355643044619423,0.16906390002357935,0.1669421487603306,0.5992,0.2029,0.3048,0.4241,0.1815,4,10,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
4043,18,67622,8,10,21,4.0,1,19522,19,Mobile,North,Gold,0,2440.25,929.62,19522,6.0,0,0.8096840969833764,2.1972245773362196,9.879348536682802,121.7196,1.0,18-25,High,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.17439919893190922,0.16658452439625432,0.16173469387755102,0.17580340264650285,0.174,0.5992,0.2029,0.196,0.1587,0.25,4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
4044,41,20000,5,37,20,3.8,2,13997,11,Mobile,Central,Bronze,0,2799.4,699.85,13997,10.0,0,0.8849516907190785,1.791759469228055,9.546669741249485,82.0,2.4000000000000004,36-50,Low,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17365878464276632,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.3933,0.4241,0.3185,0,10,0.0,1.0,-0.8660254037844386,0.5000000000000001
4045,49,33988,3,17,7,3.0,4,28601,2,Desktop,Central,Silver,0,9533.67,4085.86,28601,5.8,25,0.9780228724846005,1.3862943611198906,10.261231924432881,166.5412,8.0,36-50,Medium,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.15856095936042638,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.1669421487603306,0.3002,0.1994,0.3048,0.4241,0.1815,5,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
4046,33,123936,5,275,120,1.6,1,5123,59,Mobile,North,Bronze,1,1024.6,42.69,0,10.0,30,0.5191535638093583,1.791759469228055,8.541690663016626,408.9888,3.4,26-35,Very High,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16300036062026685,0.156,0.5992,0.2029,0.3933,0.2773,0.25,1,4,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
4047,46,155788,9,42,16,4.0,1,9554,32,Tablet,West,Silver,0,1061.56,597.12,9554,10.0,0,0.7007840105925328,2.302585092994046,9.164819856674374,716.6248,1.0,36-50,Very High,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0.16401590457256462,0.17435897435897435,0.17355643044619423,0.16906390002357935,0.156,0.1006,0.195,0.3048,0.4241,0.25,2,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
4048,71,130912,2,42,52,1.8,1,6366,22,Mobile,North,Gold,1,3183.0,122.42,0,10.0,30,0.7831394949065555,1.0986122886681098,8.758883680017025,929.4752,3.2,65+,Very High,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.17439919893190922,0.16658452439625432,0.16173469387755102,0.17,0.156,0.5992,0.2029,0.196,0.01,0.25,5,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
4049,36,20000,7,62,5,4.3,5,9199,31,Mobile,South,Bronze,0,1314.14,1839.8,9199,10.0,45,0.7086139185332333,2.0794415416798357,9.126958763037132,72.0,3.500000000000001,36-50,Low,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.17519623233908949,0.5992,0.2046,0.3933,0.4241,0.3185,5,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
4050,42,20000,4,92,33,5.0,0,31259,38,Mobile,South,Silver,0,7814.75,947.24,31259,10.0,0,0.6555883369077856,1.6094379124341003,10.350094603975467,84.0,0.0,36-50,Low,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.17355643044619423,0.16906390002357935,0.17519623233908949,0.5992,0.2046,0.3048,0.4241,0.3185,0,5,0.0,1.0,0.49999999999999994,-0.8660254037844387
4051,29,20000,7,33,1,3.5,5,12526,1,Mobile,West,Bronze,0,1789.43,12526.0,12526,10.0,45,0.9889503892939223,2.0794415416798357,9.435641593844192,58.0,7.5,26-35,Low,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17435897435897435,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.195,0.3933,0.2773,0.3185,0,2,0.0,1.0,0.8660254037844386,0.5000000000000001
4052,40,29108,8,75,1,3.0,3,10888,78,Tablet,North,Gold,0,1361.0,10888.0,10888,10.0,20,0.4203503845086819,2.1972245773362196,9.29550838434606,116.432,6.0,36-50,Medium,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.16401590457256462,0.16658452439625432,0.16173469387755102,0.16906390002357935,0.1669421487603306,0.1006,0.2029,0.196,0.4241,0.1815,4,7,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
4053,43,20000,3,53,5,5.0,1,37100,8,Mobile,South,Gold,0,12366.67,7420.0,37100,10.0,20,0.914947228730031,1.3862943611198906,10.521399202410167,86.0,0.0,36-50,Low,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.16173469387755102,0.16906390002357935,0.17519623233908949,0.5992,0.2046,0.196,0.4241,0.3185,0,12,0.0,1.0,-2.4492935982947064e-16,1.0
4054,40,23437,3,63,32,3.2,3,13818,75,Mobile,West,Bronze,0,4606.0,431.81,13818,10.0,0,0.4345982085070782,1.3862943611198906,9.533799735803484,93.748,5.3999999999999995,36-50,Medium,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,0.17439919893190922,0.17435897435897435,0.17365878464276632,0.16906390002357935,0.1669421487603306,0.5992,0.195,0.3933,0.4241,0.1815,0,6,0.0,1.0,1.2246467991473532e-16,-1.0
4055,25,48463,7,60,120,3.8,1,34143,0,Desktop,West,Bronze,0,4877.57,284.52,34143,10.0,0,1.0,2.0794415416798357,10.43834215410148,121.1575,1.2000000000000002,18-25,High,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0.15856095936042638,0.17435897435897435,0.17365878464276632,0.17580340264650285,0.174,0.3002,0.195,0.3933,0.1587,0.25,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
4056,40,71884,6,133,39,4.2,4,21183,39,Mobile,North,Gold,0,3530.5,543.15,21183,10.0,25,0.6483443410015097,1.9459101490553132,9.961001458736735,287.536,3.1999999999999993,36-50,Very High,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.16658452439625432,0.16173469387755102,0.16906390002357935,0.156,0.5992,0.2029,0.196,0.4241,0.25,4,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
4057,55,66506,8,207,13,2.7,0,20045,32,Desktop,North,Silver,0,2505.62,1541.92,20045,10.0,30,0.7007840105925328,2.1972245773362196,9.905784911584812,365.783,0.0,51-65,High,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.15856095936042638,0.16658452439625432,0.17355643044619423,0.17013086989992302,0.174,0.3002,0.2029,0.3048,0.1299,0.25,2,4,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
4058,43,84214,8,10,24,5.0,1,16380,9,Desktop,West,Silver,0,2047.5,682.5,16380,6.2,0,0.9048374180359595,2.1972245773362196,9.703877405604631,362.1202,0.0,36-50,Very High,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0.15856095936042638,0.17435897435897435,0.17355643044619423,0.16906390002357935,0.156,0.3002,0.195,0.3048,0.4241,0.25,2,3,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
4059,49,20000,4,256,15,4.6,2,13192,5,Mobile,Central,Silver,0,3298.0,879.47,13192,10.0,0,0.9459594689067654,1.6094379124341003,9.487441664883777,98.0,0.8000000000000007,36-50,Low,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.3048,0.4241,0.3185,6,12,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
4060,35,20000,5,135,6,5.0,1,4953,5,Mobile,North,Bronze,0,990.6,825.5,4953,10.0,0,0.9459594689067654,1.791759469228055,8.507950610049305,70.0,0.0,26-35,Low,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.2029,0.3933,0.2773,0.3185,6,3,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
4061,46,77885,6,54,22,4.1,4,18899,5,Tablet,West,Bronze,0,3149.83,859.05,18899,10.0,25,0.9459594689067654,1.9459101490553132,9.846917201047734,358.271,3.6000000000000014,36-50,Very High,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16401590457256462,0.17435897435897435,0.17365878464276632,0.16906390002357935,0.156,0.1006,0.195,0.3933,0.4241,0.25,0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4062,41,38079,3,81,18,3.2,5,17922,49,Mobile,South,Bronze,0,5974.0,995.67,17922,10.0,25,0.5801640071622538,1.3862943611198906,9.793840083231597,156.1239,9.0,36-50,High,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.174,0.5992,0.2046,0.3933,0.4241,0.25,6,11,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
4063,26,43154,4,36,18,2.3,2,18036,9,Mobile,East,Bronze,1,4509.0,1002.0,0,10.0,30,0.9048374180359595,1.6094379124341003,9.8001804826702,112.2004,5.4,26-35,High,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.174,0.5992,0.1981,0.3933,0.2773,0.25,4,12,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
4064,41,20000,6,189,1,3.6,0,17552,0,Mobile,Central,Platinum,0,2925.33,17552.0,17552,10.0,20,1.0,1.9459101490553132,9.772980154456345,82.0,0.0,36-50,Low,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.14825306893295562,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.1059,0.4241,0.3185,2,10,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
4065,26,20000,5,78,3,3.6,4,9371,20,Desktop,North,Gold,0,1874.2,3123.67,9371,10.0,45,0.8007374029168081,1.791759469228055,9.145481799627687,52.0,5.6,26-35,Low,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.15856095936042638,0.16658452439625432,0.16173469387755102,0.16300036062026685,0.17519623233908949,0.3002,0.2029,0.196,0.2773,0.3185,5,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
4066,30,50854,5,151,16,4.8,1,21626,55,Mobile,South,Bronze,0,4325.2,1351.62,21626,10.0,0,0.5427474811642219,1.791759469228055,9.981697813072689,152.562,0.20000000000000018,26-35,High,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.16300036062026685,0.174,0.5992,0.2046,0.3933,0.2773,0.25,2,12,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0
4067,40,98014,6,110,10,3.3,2,2840,24,Mobile,East,Gold,0,473.33,284.0,2840,10.0,0,0.7659283383646487,1.9459101490553132,7.951911381854188,392.056,3.4000000000000004,36-50,Very High,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.17163048965169106,0.16173469387755102,0.16906390002357935,0.156,0.5992,0.1981,0.196,0.4241,0.25,2,8,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
4068,41,124435,6,15,13,2.8,2,5420,1,Mobile,South,Platinum,0,903.33,416.92,5420,6.5,30,0.9889503892939223,1.9459101490553132,8.598035579260339,510.1835,4.4,36-50,Very High,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.17644183773216032,0.14825306893295562,0.16906390002357935,0.156,0.5992,0.2046,0.1059,0.4241,0.25,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
4069,23,34699,4,263,11,1.7,1,11238,0,Desktop,South,Bronze,1,2809.5,1021.64,0,10.0,30,1.0,1.6094379124341003,9.327145151518268,79.8077,3.3,18-25,Medium,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.15856095936042638,0.17644183773216032,0.17365878464276632,0.17580340264650285,0.1669421487603306,0.3002,0.2046,0.3933,0.1587,0.1815,6,9,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
4070,50,39425,9,125,29,3.4,4,14699,9,Mobile,West,Silver,0,1633.22,506.86,14699,10.0,25,0.9048374180359595,2.302585092994046,9.595602772766828,197.125,6.4,36-50,High,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.17435897435897435,0.17355643044619423,0.16906390002357935,0.174,0.5992,0.195,0.3048,0.4241,0.25,5,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
4071,44,89502,6,84,4,2.8,1,14519,7,Desktop,Central,Gold,0,2419.83,3629.75,14519,10.0,50,0.925169997034202,1.9459101490553132,9.583282288378786,393.8088,2.2,36-50,Very High,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.15856095936042638,0.15396188565697091,0.16173469387755102,0.16906390002357935,0.156,0.3002,0.1994,0.196,0.4241,0.25,4,5,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
4072,29,38568,1,62,68,3.1,5,6474,44,Desktop,West,Bronze,0,6474.0,95.21,6474,10.0,25,0.613307468482495,0.6931471805599453,8.775703886567738,111.8472,9.5,26-35,High,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0.15856095936042638,0.17435897435897435,0.17365878464276632,0.16300036062026685,0.174,0.3002,0.195,0.3933,0.2773,0.25,0,4,0.0,1.0,0.8660254037844387,-0.4999999999999998
4073,19,36372,2,76,15,3.3,1,18882,0,Mobile,South,Bronze,0,9441.0,1258.8,18882,10.0,0,1.0,1.0986122886681098,9.846017325381577,69.1068,1.7000000000000002,18-25,High,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.17580340264650285,0.174,0.5992,0.2046,0.3933,0.1587,0.25,3,12,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0
4074,36,117738,5,90,9,3.6,1,6212,1,Mobile,North,Bronze,0,1242.4,690.22,6212,10.0,0,0.9889503892939223,1.791759469228055,8.734399150063695,423.8568,1.4,36-50,Very High,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16906390002357935,0.156,0.5992,0.2029,0.3933,0.4241,0.25,2,10,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
4075,32,78016,1,29,1,2.6,1,4364,64,Desktop,West,Silver,0,4364.0,4364.0,4364,9.3,50,0.4910982295021551,0.6931471805599453,8.381373468273702,249.6512,2.4,26-35,Very High,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0.15856095936042638,0.17435897435897435,0.17355643044619423,0.16300036062026685,0.156,0.3002,0.195,0.3048,0.2773,0.25,3,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
4076,39,119884,5,22,10,2.8,1,19274,69,Desktop,South,Bronze,0,3854.8,1927.4,19274,8.5,30,0.46455902036091146,1.791759469228055,9.866564198431531,467.5476,2.2,36-50,Very High,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.15856095936042638,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.156,0.3002,0.2046,0.3933,0.4241,0.25,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
4077,33,20000,3,33,23,5.0,1,7128,59,Desktop,North,Silver,0,2376.0,309.91,7128,10.0,0,0.5191535638093583,1.3862943611198906,8.871926251117628,66.0,0.0,26-35,Low,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.15856095936042638,0.16658452439625432,0.17355643044619423,0.16300036062026685,0.17519623233908949,0.3002,0.2029,0.3048,0.2773,0.3185,4,10,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
4078,18,37156,5,110,38,3.2,2,5158,10,Desktop,South,Bronze,0,1031.6,135.74,5158,10.0,0,0.8948393168143698,1.791759469228055,8.54849804124465,66.8808,3.5999999999999996,18-25,High,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.15856095936042638,0.17644183773216032,0.17365878464276632,0.17580340264650285,0.174,0.3002,0.2046,0.3933,0.1587,0.25,4,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
4079,33,92407,7,69,31,4.2,1,16601,9,Desktop,East,Bronze,0,2371.57,535.52,16601,10.0,0,0.9048374180359595,2.0794415416798357,9.71727844901498,304.9431,0.7999999999999998,26-35,Very High,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.15856095936042638,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.156,0.3002,0.1981,0.3933,0.2773,0.25,3,8,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
4080,34,20000,7,77,20,3.1,1,22464,32,Desktop,Central,Platinum,0,3209.14,1123.2,22464,10.0,0,0.7007840105925328,2.0794415416798357,10.01971382150426,68.0,1.9,26-35,Low,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0.15856095936042638,0.15396188565697091,0.14825306893295562,0.16300036062026685,0.17519623233908949,0.3002,0.1994,0.1059,0.2773,0.3185,4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
